Timestamp,Branch,Programming_Skills,Problem_Solving,Selective attention&Perception& Decision making,Memory& Sustained attention& Perception,Long-term memory&Thinking speed &Concentration,Auditory processing&Processing speed&Perception,Conscientiousness&Perseverance&Teamwork.,Perseverance&Teamwork&Grit.,Decisionmaking_Teamwork_Grit,Teamwork_Grit_Conscientiousness,Job_Interviews,Interview_Mode,Challenges_Lockdown,Unempolyment_Opinion,Improvement,Self_Improve,Additional_Course,Placement
06/05/2021 15:04,Mechanical ,80,70,1,0,0,0,0,0,0,1,0,Zoom meeting,Less opportunities,Lack of trained employees,Freshers should be given training,Self,No,High
06/05/2021 15:04,Mechanical ,80,90,1,0,0,0,1,0,0,0,2,Google meet,Lack of jobs,Freshers should be given training,Lack of trained employees,Online,Maybe,High
06/05/2021 15:04,Mechanical ,80,80,0,1,0,0,0,0,1,0,2,Zoom meeting,No job openings,Lack of trained employees,Freshers should be given training,Internship,Yes,High
06/05/2021 19:03,E&TC,10,,0,1,0,0,0,0,0,1,3,Google meet,Lack of opportunity,change in industrial technique,change in industrial technique,View challenge as a great opportunity to learn,Maybe,Low
06/06/2021 10:39,Electrical,80,80,0,1,0,0,0,1,0,0,1,Zoom meeting,No challenge ,Yes,Yes,Practice,Yes,High
06/06/2021 10:40,Mechanical,40,10,0,0,1,0,0,0,1,0,1,Zoom meeting,Internet,Ye s,Yes,Practice,Yes,Low
06/06/2021 10:42,E&TC,60,,0,0,1,0,0,0,1,0,0,Google meet,No,Yes,Yes,Practice,Maybe,Low
06/07/2021 20:37,Computer ,70,70,0,0,1,0,0,0,0,1,0,Google meet,Less opportunities,Due to pandemic ,More and more work from home, Training,Yes,Low
06/07/2021 20:37,Computer ,80,60,0,1,0,0,0,1,0,0,0,No,Lack of jobs,Less opportunities,By Giving Training,Internship,Yes,High
06/07/2021 20:38,Computer ,70,90,0,0,1,0,0,1,0,0,4,Zoom meeting, Less opportunities,Lack of jobs,Internship,Internship,Maybe,High
06/07/2021 20:38,Computer ,100,100,0,1,0,0,0,0,1,0,1,Zoom meeting,Less opportunities,Lack of jobs,Training,Online,Maybe,High
06/07/2021 20:39,Computer ,70,50,1,0,0,0,1,0,0,0,2,Google meet,Less opportunities,Lack of jobs,Internship,Training,No,Low
06/07/2021 20:40,Computer ,70,90,0,0,1,0,0,0,1,0,1,Zoom meeting,No job openings,No job openings,More and more work from home,Training,Yes,High
06/07/2021 20:40,Computer ,90,90,0,1,0,0,0,0,1,0,3,Google meet,No job openings,Due to pandemic ,More and more work from home,Internship,Maybe,High
06/07/2021 20:41,Computer ,80,60,1,0,0,0,1,0,0,0,2,Google meet,Less opportunities,No job openings,More and more work from home,Training,No,High
06/07/2021 20:41,Computer ,80,80,0,1,0,0,0,1,0,0,1,Zoom meeting,Less opportunities,Lack of jobs,More and more work from home,Online mode,No,High
06/07/2021 20:42,Computer ,80,90,1,0,0,0,1,0,0,0,0,Zoom meeting,Due to pandemic ,More and more work from home,More and more work from home,Training,No,High
06/07/2021 21:37,Mechanical ,80,90,0,1,0,0,0,1,0,0,0,Google meet,Less opportunities,More and more work from home,More and more work from home,Training,Yes,High
06/07/2021 21:38,Mechanical ,70,75,1,0,0,0,0,0,1,0,2,Zoom meeting,Due to pandemic Lack of jobs,Due to pandemic ,More and more work from home,Internship,No,High
06/07/2021 21:38,Mechanical ,60,60,0,0,1,0,0,0,0,1,4,Google meet,Less opportunities,Less opportunities,Training,Training,Yes,Low
06/07/2021 21:40,Mechanical ,80,90,1,0,0,0,1,0,0,0,1,Zoom app,Due to pandemic No job openings,Less opportunities,Internship,Training,Maybe,High
06/07/2021 21:42,Mechanical ,60,50,0,1,0,0,0,0,0,1,1,No,No job openings,Lack of jobs,Training fir freshers,Training,Maybe,Low
06/07/2021 21:43,Mechanical ,60,90,0,0,0,1,0,1,0,0,1,Zoom meeting,Less opportunities,Due to pandemic Lack of jobs,Training for freshers,Online mode,No,High
06/07/2021 21:45,Mechanical ,50,60,0,1,0,0,0,1,0,0,0,Google meet,Less opportunities,Less opportunities Training for freshers,Training for freshers, Training,No,Low
06/07/2021 21:47,Mechanical ,80,80,0,0,1,0,1,0,0,0,1,Zoom meeting,No job openings,Due to pandemic  Lack of jobs,Internship,Training,No,High
06/07/2021 21:48,Mechanical ,70,80,1,0,0,0,1,0,0,0,1,No,No job openings,More and more work from home,More and more work from home,Training,Maybe,High
06/07/2021 21:51,Mechanical ,70,90,0,0,1,0,1,0,0,0,1,Zoom meeting,Due to pandemic Less opportunities,Training for freshers,Training for freshers,Training,Maybe,High
06/07/2021 21:58,E&TC,80,80,0,1,0,0,0,0,0,1,1,Google meet,Due to pandemic Less opportunities,Due to pandemic Less opportunities,Training for freshers,Training,Yes,High
06/07/2021 21:59,E&TC,70,90,0,1,0,0,0,0,1,0,0,Zoom meeting,Lack of jobs,Due to pandemic No job openings,More and more work from home,By Giving Training,Maybe,High
06/07/2021 22:00,E&TC,80,90,1,0,0,0,0,0,0,1,3,Zoom meeting,Less opportunities,By Giving Training,By Giving Training,Internship,Yes,High
06/07/2021 22:01,Mechanical,60,60,1,0,0,0,0,1,0,0,10,No,internet connection,unemployment is only due to curruption,Provide correct direction to job seekers,Using paid or unpaid courses,No,High
06/07/2021 22:01,E&TC,70,90,1,0,0,0,1,0,0,0,2,Zoom meeting,No job openings,Due to pandemic More and more work from home,More and more work from home,Internship,No,High
06/07/2021 22:02,E&TC,70,70,0,1,0,0,1,0,0,0,0,No,Lack of jobs,Lack of jobs,By Giving Training,Training,Maybe,High
06/07/2021 22:03,Civil,,77,0,0,1,0,1,0,0,0,0,Google meet,lack of motivation and direction,Unemployment is due to people relay on one thing. ,Change mindset of people. Give them necessary direction,enrolling in courses,Maybe,Low
06/07/2021 22:04,E&TC,70,70,0,0,1,0,1,0,0,0,2,Zoom meeting,No job openings,No job openings,More and more work from home,Internship,No,High
06/07/2021 22:05,E&TC,80,80,1,0,0,0,1,0,0,0,2,Google meet,Lack of jobs,Due to pandemic Less opportunities,More and more work from home,Training,No,High
06/07/2021 22:06,E&TC,80,80,0,0,0,1,1,0,0,0,3,Zoom meeting,Due to pandemic No job openings,More and more work from home,More and more work from home,Internship,No,High
06/07/2021 22:07,Computer,70,66,1,0,0,0,0,0,1,0,0,Google meet,Internet and network issues,unemployment is due people keep repeating tasks which are old. ,Update yourself with current technologies,Using youtube and google,No,High
06/07/2021 22:07,E&TC,70,80,0,0,1,0,1,0,0,0,2,Google meet,Due to pandemic No job openings,More and more work from home,More and more work from home,Training,Yes,High
06/07/2021 22:08,E&TC,80,80,0,0,1,0,1,0,0,0,3,Zoom meeting,No job openings,More and more work from home,More and more work from home,Training,Maybe,High
06/07/2021 22:11,Mechanical,60,69,0,0,0,1,0,0,1,0,5,Google meet,No proper guidence,not enough to answer this question,Motivate students so that they can directly jump into business,by necessary courses,No,High
06/07/2021 22:21,Mechanical,20,75,0,0,0,1,0,1,0,0,0,No,extra comfort zone due to lack of motivation,This is due to people not abled to find themself,"There should change in education pattern bcoz marks are only 1% ,rest 99% is practical",First I will found myself and then will proceed.,No,Low
06/07/2021 22:28,E&TC,35,85,0,0,0,1,0,0,0,1,6,Google meet,motivation,unemployment is due to lack of seriousness.,Teach people how to think correctly.,by myself,Yes,Low
06/07/2021 22:33,E&TC,80,40,0,0,1,0,0,0,1,0,2,Google meet,Traveling and lunch availablity,"Government organization has to plans about industrialization near  more village s , due to that more jobs are created for people ,  no one should be free from job , everyone should be  chance giving work .",Industrialization in more vilages.,"Importing practical knowledge , ",Maybe,Low
06/07/2021 22:41,Information Technology,64,67,0,0,1,0,0,0,1,0,8,Zoom meeting,internet connection,its due to lot of population.,brainwash people,using online ,No,High
06/07/2021 22:54,Information Technology,62,53,0,0,1,0,0,1,0,0,8,Google meet,lack of technology,Its not actually problem its our thinking,change thoughts of people,by additional courses,Yes,Low
06/07/2021 22:57,Computer,40,70,0,0,1,0,0,1,0,0,0,No,During online studies ,Worst situation in India.  Hope everything will be fine next couple of months ,Specialized people only work for specific tasks ,Teaching from others ,Maybe,Low
06/07/2021 22:59,Electrical ,48,45,0,0,0,1,0,0,1,0,NA,No,na,na,na,na,No,Low
06/07/2021 22:59,E&TC,70,65,1,0,0,0,0,0,0,1,0,Google meet,Nothing ,Not thinking about it,Education programs for Employees ,Being polite to learn from others,Maybe,Low
06/07/2021 23:01,Mechanical ,10,20,0,0,1,0,0,0,1,0,0,Google meet,Jobless,Very bad,I don't know ,Communicate to people's and respect their opinion ,No,Low
06/07/2021 23:14,Mechanical ,38,59,0,0,1,0,0,0,1,0,7,Google meet,internet connectivity,Unemployment is due to lack of attitude,Reduce high education and certification criteria and built attitude in people,Self knowledge and online course,No,Low
06/07/2021 23:15,Civil,,,0,0,0,0,0,1,0,0,NA,No,na,na,na,online courses,No,Low
06/07/2021 23:19,Mechanical ,80,78,0,0,1,0,0,0,0,0,2,Google meet,Lack of  motivation,Its due to human thinking level. Its not a problem,Remove unnecessary syllabus from education system,by necessary courses related to business,No,High
06/07/2021 23:33,Information Technology,88,76,0,0,1,0,0,0,0,0,7,Zoom meeting,"notebooks, not able to buy necessary things",Its due to people keep repeating a old thinking,adopt new technologies,gaining knowledge of current technologies ,No,High
06/07/2021 23:35,Computer,,65,0,1,0,0,0,0,0,1,8,Google meet,internet connectivity and lack of self growth,"Unemployment is just a reason, to hide your failure",no,enrolling into future ready skills,Maybe,Low
06/07/2021 23:38,Civil,33,67,0,0,1,0,0,1,0,0,8,Google meet,internet issues and lack of gratitude,reduce curruption and increase consiousness among people,no,self search and knowledge,No,Low
06/07/2021 23:42,Information Technology,77,65,0,0,1,0,0,0,0,1,3,Zoom meeting,self motivation and growth,na,no,enrolling very effective courses,No,High
06/07/2021 23:51,Mechanical ,,87,0,0,1,0,0,0,1,0,2,Google meet,self growth,due to lack of knowledge,Grow your knowledge,increasing my knowledge,No,Low
06/08/2021 18:28,Civil,65,60,0,0,1,0,0,0,1,0,8,Google meet,lack of fitness and self growth,It is due to lot of colleges are opened which are of no use,Government should shut down unnecessary colleges,consistency and persistency,No,High
06/08/2021 18:32,Computer,78,67,0,0,0,1,1,0,0,0,9,Zoom meeting,lack of consciousness,Its a big problem of India and we need to solve as early as possible,focus on youths they are the solution of every problems,By putting myself into un comfort zone,No,High
06/08/2021 18:34,Mechanical,50,87,1,0,0,0,0,0,0,1,0,No,no internet at village side,Its due to Indian colleges failed to teach new technologies in colleges.,Change education system completely,Enrolling into courses,Yes,Low
06/08/2021 18:38,Electrical,67,90,0,0,1,0,0,1,0,0,2,Google meet,disturbance during interviews,Its due to human habits who have fear to update himself.,Make a habit of daily learning and also updating yourself.,By daily learning and focusing on myself,No,High
06/08/2021 18:46,Information Technology,70,70,0,0,0,0,1,0,0,0,2,No,Lack of necessary things,Its due people try to copy others.,There is only one way be an original always.,By pulling myself to upto level.,Yes,High
06/08/2021 18:52,Mechanical,86,76,0,0,0,0,0,0,1,0,3,Zoom meeting,No contact with college so it affect on job.,-,"Its not big issue , it can be solved by focusing on Youth of India.",Additional courses,Yes,High
06/08/2021 18:56,Computer,76,89,0,0,1,0,0,0,1,0,4,Google meet,Not feel of study and growth,Unemployment is due to people focus on easy things.,In order to reduce unemployment we have to motivate people for business.,Enrolling into personal growth courses,Yes,High
06/08/2021 18:59,Electronics,61,87,0,0,0,1,0,0,1,0,5,Google meet,faced challenge of having very less data.,I have no words on it.,Being serious and focus on self growth,By additional courses,Yes,High
06/08/2021 19:04,Computer,40,80,0,1,0,0,0,1,0,0,7,Virtual, It wasted so must time.,Its due to lack of creativity and entrepreneur,Go for business in early ages.,I am goings to train myself on business.,Yes,Low
06/08/2021 19:06,Electrical,40,60,0,0,1,0,0,0,1,0,6,not attending,Very less job opportunities,Its just a thinking not a problem,We need to change thinking to reduce unemployment.,No need,No,Low
